id,year,M,W,total,group,supply
156099,2068,4,1,5,A,28.825675758146893
173455,2067,6,0,6,E,29.07208594165153
140956,2068,4,2,6,Q,28.655271211059404
156066,2067,4,1,5,N,29.130795748305932
181568,2068,4,2,6,H,28.997729776255
15752,2067,6,2,8,E,29.14438119296057
172580,2068,6,1,7,D,28.87024872573552
74036,2067,6,1,7,N,29.037904846320885
60470,2067,2,0,2,Q,29.103996667099185
157964,2067,4,1,5,Q,28.960441797561657
61998,2068,2,0,2,E,28.75324973432705
95562,2068,7,0,7,D,28.94167592648537
178912,2068,4,2,6,F,29.154453718793064
128766,2068,6,2,8,P,29.15877660930472
37634,2067,3,2,5,E,29.341384917294704
37734,2068,2,2,4,N,29.012690601417464
63309,2067,2,2,4,E,28.992013247237413
58949,2068,14,6,20,M,28.668581239178764
99775,2067,5,2,7,J,28.961605680274246
97255,2068,6,2,8,D,28.859082989947428
181179,2067,6,1,7,Q,29.181871264835333
81766,2068,7,3,10,D,29.33527591883037
113707,2068,5,1,6,J,28.5632185725768
110608,2068,3,2,5,D,28.62722523673906
70383,2067,8,1,9,H,29.52648394015897
81284,2068,5,3,8,P,28.694306599475
167598,2067,5,0,5,M,29.17779034453965
63284,2068,4,1,5,E,28.856790629316446
29651,2067,6,3,9,I,29.369012605942928
156392,2068,3,0,3,Q,28.83915883628853
63961,2068,2,1,3,E,28.949472235489672
98384,2068,28,4,32,E,28.66036998559977
131701,2068,5,3,8,E,29.001325087727
115492,2067,7,0,7,M,29.39101317242695
97557,2068,13,1,14,P,28.72478259335116
37198,2068,7,0,7,E,28.90310445750356
166936,2068,9,1,10,Q,29.089696391592664
125954,2068,3,3,6,N,28.621285236147607
182949,2068,4,0,4,M,28.83739251128169
103510,2067,4,1,5,D,29.20893514660784
99062,2068,5,0,5,J,28.857585010675923
174600,2068,1,3,4,D,28.87542602977941
134654,2068,5,2,7,D,28.85015530442553
62341,2067,2,1,3,Q,29.299174403585337
98420,2067,4,1,5,N,29.06580755568961
151271,2068,5,1,6,J,28.78225380839779
105964,2067,5,2,7,J,29.0484831345246
109078,2068,7,2,9,P,29.06842273616567
67896,2067,2,1,3,E,29.059371099717804
28021,2067,5,1,6,D,29.261384109383386
60249,2068,2,1,3,J,28.80214152990035
24045,2068,4,1,5,H,28.767362707882807
55743,2067,4,2,6,Q,29.16974431326808
123648,2068,3,1,4,P,28.75657459026541
85541,2068,5,1,6,J,28.86797091087227
23810,2068,6,2,8,A,28.934007919307746
17126,2068,1,2,3,P,28.79485338702179
49285,2068,4,2,6,Q,28.973680377727906
20332,2067,4,1,5,D,29.36957534240119
25737,2068,3,1,4,J,28.891732354686205
29098,2067,4,0,4,E,29.17500363029531
74809,2067,5,1,6,Q,29.23984781214092
96968,2068,3,2,5,J,29.20656444230566
169203,2068,5,3,8,A,28.79568021969351
64782,2067,5,0,5,N,29.17863859680736
29572,2067,3,0,3,Q,29.00409667998418
127608,2067,3,0,3,J,28.93415998634346
113226,2068,6,2,8,E,29.015056949604997
121815,2067,2,1,3,K,29.256082308990024
144974,2067,6,1,7,Q,29.54227787595332
99207,2068,5,3,8,N,28.716397238763072
35723,2068,5,1,6,P,28.83934809366172
92380,2067,5,3,8,Q,29.17539358104141
56193,2068,7,1,8,S,28.78153896622715
120314,2068,5,2,7,J,28.706399624276727
53797,2068,6,1,7,D,29.079478746229565
83100,2068,5,2,7,D,28.784063103151198
113624,2068,3,2,5,E,28.59968648043332
44728,2068,4,2,6,M,28.917394863275177
156227,2067,6,0,6,P,29.450369210899257
145252,2067,8,2,10,A,29.01627883209038
67195,2068,6,1,7,J,28.500089431280863
22476,2067,2,2,4,N,29.15848793865344
92720,2068,6,4,10,E,28.9421373978915
84504,2068,2,2,4,D,28.759843906625363
157052,2067,5,0,5,N,29.01726312154941
69608,2068,4,0,4,E,28.965788654834807
69140,2068,3,3,6,E,28.87227918179858
65878,2067,3,0,3,E,29.27854038190898
131478,2067,6,0,6,N,29.419586101549385
136790,2068,5,1,6,D,28.85291475601682
147703,2067,3,2,5,Q,29.07645227960755
145429,2068,1,3,4,J,28.851318690298086
40514,2068,7,2,9,Q,28.43963442740064
121745,2068,12,0,12,H,28.908857457492797
124677,2068,5,0,5,E,28.927134844199497
51403,2068,3,2,5,S,29.158472684475974
115683,2067,4,2,6,J,29.383640885703443
176428,2068,6,0,6,F,29.13050563423507
171004,2067,1,2,3,P,29.166704160610525
146682,2067,3,2,5,D,28.889370032865383
111179,2067,2,1,3,N,29.20201497883607
173865,2067,7,0,7,E,29.60135812806662
107425,2067,6,2,8,E,29.497470828156512
48194,2068,5,1,6,N,28.65663798927379
133632,2068,3,1,4,E,28.817960286929708
55077,2068,3,0,3,E,28.729782137351773
148586,2068,6,2,8,N,28.73094427661248
84726,2067,2,2,4,Q,29.220137345630263
164713,2068,5,1,6,Q,28.85452296362474
126346,2067,7,0,7,N,29.61246561469681
102305,2068,4,3,7,M,28.72888308020249
69651,2068,7,1,8,D,28.834197970907216
147793,2067,5,3,8,M,29.19399835204208
143854,2068,2,2,4,M,29.06999186258472
125185,2068,4,1,5,A,29.028808964302
50770,2067,4,1,5,M,28.903388608286484
49080,2067,8,2,10,H,29.18914933044872
25963,2068,2,2,4,J,28.88647968864767
157159,2068,3,2,5,D,28.81993934664931
125256,2067,2,2,4,M,28.90485994082344
144249,2068,7,2,9,M,28.867545697129938
28085,2067,3,2,5,D,29.15076575059904
54375,2067,5,0,5,H,29.262751387776227
32833,2067,4,2,6,N,29.05362836858434
83166,2067,13,2,15,P,28.96748419119508
38970,2068,6,1,7,J,29.05427953510913
136687,2068,4,0,4,Q,28.83444855087936
64657,2067,6,2,8,S,28.88402582554339
137369,2067,3,0,3,M,29.30941164602445
114498,2068,6,2,8,E,28.75151294768213
91870,2067,3,3,6,N,29.14598376002337
77552,2067,6,2,8,M,29.30336516251949
65475,2068,7,1,8,N,29.011603525497325
146145,2068,4,2,6,Q,28.698178654525645
162161,2068,3,0,3,J,28.85966609099048
94474,2067,8,1,9,J,29.153874818398588
177806,2067,4,1,5,P,29.030083846149942
145139,2068,5,0,5,M,28.810708727344217
38109,2067,3,2,5,K,29.205333020548757
108568,2067,3,1,4,E,29.389084970615237
66795,2068,4,1,5,E,28.977836333013727
84413,2068,3,1,4,E,28.8446744178382
161259,2068,7,4,11,F,29.263929385132087
110076,2067,5,2,7,J,29.22806403923194
21241,2068,5,2,7,N,28.957977063396758
37190,2068,3,1,4,K,28.734131932708323
137683,2067,6,2,8,M,29.04398040990886
41909,2067,6,3,9,I,29.234210478855157
121608,2067,7,1,8,J,28.959417894889203
166867,2067,5,0,5,I,28.991377982812672
173703,2068,5,2,7,H,29.15435156184821
93144,2068,8,2,10,I,28.93830939728182
78599,2067,5,2,7,Q,29.0527014304084
92209,2068,4,1,5,S,29.07608602618584
120834,2067,3,2,5,N,29.20451951432181
106457,2068,9,4,13,M,29.104552608987262
31072,2067,3,2,5,D,29.22724949114228
64860,2068,5,1,6,J,28.96858092325828
38579,2067,2,1,3,E,28.995949107526684
86896,2068,5,2,7,E,28.886112121779966
89203,2067,4,3,7,P,29.14940747323001
173329,2068,3,1,4,E,28.390136242693664
144818,2067,2,3,5,Q,29.31012984369266
149489,2068,3,2,5,M,28.990286262801245
169846,2068,6,0,6,M,29.0805815276595
50904,2067,3,2,5,S,29.170536829263597
64965,2067,2,2,4,P,29.24077905666733
146858,2067,2,1,3,M,29.102972927110507
22766,2068,4,0,4,M,28.92642521372479
63602,2067,3,0,3,Q,28.842413858438675
96517,2068,3,1,4,E,28.85425857117836
111340,2067,7,0,7,K,29.222942769218506
123885,2067,4,2,6,A,28.974701643916564
172094,2067,5,0,5,Q,29.322697377405422
59288,2067,8,1,9,D,29.031461137771107
87839,2068,5,2,7,N,28.94155245988597
84870,2067,5,0,5,P,29.292811892557182
94940,2067,6,0,6,Q,29.231042036287477
119839,2068,14,4,18,E,28.918677307375496
70481,2068,3,0,3,E,28.51077477102244
161951,2067,2,1,3,S,29.196630429834677
78477,2067,4,1,5,K,29.107064545887432
181616,2067,7,0,7,N,29.255215416137045
135426,2067,8,2,10,E,29.309322481013467
55260,2067,1,1,2,A,29.272962177959588
131145,2068,4,1,5,M,28.744646946449876
41536,2067,5,2,7,N,29.37223730723342
27041,2067,1,2,3,E,29.19393334330439
81451,2068,6,1,7,D,29.02927075712485
172658,2068,5,0,5,E,28.5910434354608
20017,2068,7,3,10,D,28.834177642463064
125349,2068,2,1,3,K,29.117987785234742
112523,2068,0,4,4,E,28.875473686875768
50866,2068,2,3,5,M,28.942153286117875
20917,2068,8,0,8,H,28.80231200717537
63915,2067,6,0,6,J,29.25749891792458
133680,2068,5,2,7,K,28.99110144735093
48889,2068,5,0,5,E,28.728475347716103
92577,2067,5,2,7,N,29.41949948482385
128954,2067,4,0,4,E,29.311931553043355
134317,2068,6,1,7,E,28.567630555398782
44626,2068,9,5,14,D,29.04125203206422
147383,2068,2,1,3,A,28.84313278906857
82907,2068,4,2,6,D,29.09020923684736
59095,2067,5,2,7,P,29.313660456804204
91801,2068,4,2,6,P,28.707963767715874
142459,2067,5,2,7,E,29.32483581419892
162219,2068,4,1,5,N,28.9629693621846
26934,2068,7,2,9,Q,28.92088326589336
158588,2067,5,2,7,D,29.20909930000867
91741,2067,3,2,5,N,29.023406729818134
95389,2068,3,0,3,D,28.73877397327793
177637,2068,1,3,4,I,28.71172213835733
129465,2068,2,2,4,K,28.764205040377718
167740,2068,4,0,4,F,28.88571033162531
146773,2068,2,1,3,N,28.864591277044145
81409,2067,3,1,4,N,28.97452004185386
33395,2067,6,1,7,K,29.218813718586528
103493,2067,8,0,8,E,28.917572798867656
140636,2068,5,1,6,K,28.89950844780024
160347,2068,4,0,4,P,28.951427417195337
166077,2067,5,2,7,E,29.07643965699577
148836,2067,7,2,9,M,29.16631397383851
180713,2067,3,1,4,E,29.168211015680903
111114,2067,2,1,3,N,29.0478140188007
22231,2068,5,1,6,N,29.046469053289304
122668,2068,2,2,4,N,29.05546238493984
24021,2067,6,1,7,D,29.06901086470653
82191,2068,5,1,6,A,28.904871117231725
64110,2068,5,0,5,Q,28.828771098073588
46032,2068,5,0,5,Q,28.69483638042321
110706,2068,4,1,5,K,28.484711780104647
170701,2067,4,0,4,E,28.94110092566374
48521,2068,4,1,5,D,28.92245273475882
145796,2067,3,2,5,M,29.43988150000293
37461,2068,4,0,4,H,29.26265596170407
50116,2068,4,2,6,I,28.716374763009327
113636,2067,5,0,5,J,28.948177798909068
106425,2067,7,2,9,N,28.845931438664408
120584,2068,6,0,6,N,28.903654000619355
95201,2068,6,2,8,J,28.458567843180624
145039,2068,4,1,5,K,28.875797917620385
66944,2067,4,0,4,A,29.26547659598709
114729,2068,4,2,6,P,28.79270765367825
82437,2067,7,0,7,P,29.25187677698901
161605,2068,7,1,8,E,28.55326607312502
115160,2067,2,3,5,N,28.929639347440045
167944,2067,5,2,7,A,29.156811201199613
111958,2067,6,2,8,E,29.147927087425064
156848,2068,4,2,6,M,28.967058405975987
82403,2067,8,1,9,A,29.243719952900747
15980,2068,2,3,5,Q,28.89998744878018
105283,2068,2,4,6,J,28.750485980186312
77927,2068,6,1,7,K,28.71109049772345
172817,2067,2,0,2,M,29.218393089816608
19145,2067,10,2,12,P,29.584366905693116
70403,2067,2,0,2,D,28.90019339315238
40042,2068,4,1,5,E,29.02223722114289
71348,2068,4,1,5,E,28.884235114102005
169613,2068,5,2,7,R,28.94599347564486
51148,2068,1,2,3,S,29.052389719072405
135350,2068,2,1,3,D,28.79662958918602
102861,2068,7,2,9,E,29.204347147207724
106597,2068,4,2,6,E,28.798278958074896
149732,2068,2,2,4,M,28.78071852608442
23442,2067,5,2,7,E,29.173887163666063
109504,2067,4,2,6,E,29.157250245642413
147715,2068,5,1,6,E,28.875214030476805
179997,2068,7,0,7,Q,28.720072905724617
125582,2068,6,0,6,E,28.80970748263675
97798,2068,3,2,5,P,29.08783611880086
53025,2068,7,2,9,Q,28.667589026465837
175538,2068,7,1,8,M,28.759165507495133
31666,2067,3,1,4,K,29.05276771582654
117161,2067,3,2,5,Q,29.464632349492607
147613,2068,7,1,8,P,28.86173524476288
61651,2068,3,0,3,Q,29.169678432434083
69291,2067,3,2,5,N,29.00095853290765
84462,2067,5,1,6,N,29.05335568285756
167070,2067,6,0,6,Q,29.25538574013217
142958,2067,4,1,5,M,29.24523083785495
26325,2067,4,3,7,J,29.29109734858361
155916,2067,14,3,17,A,29.240924246097823
22388,2067,4,2,6,K,29.16696808671885
159212,2067,2,2,4,E,29.311193016215377
146815,2067,2,0,2,M,29.21389551282988
16727,2067,5,1,6,N,29.514235665709563
69623,2068,7,0,7,D,28.622540689971373
124987,2068,5,0,5,Q,28.952512333245767
137112,2067,3,0,3,J,29.011336506704524
148686,2068,8,3,11,M,28.985839867409723
133426,2068,1,4,5,E,28.892593673464727
62046,2067,5,2,7,E,29.223567346576573
30762,2067,3,2,5,E,29.208809994777653
170800,2068,3,2,5,D,28.5385825133915
38285,2067,3,3,6,N,29.16043799358204
106345,2068,2,2,4,Q,29.000490448055253
47395,2067,5,2,7,E,29.28544069779737
159851,2067,3,1,4,D,29.394909639532845
144639,2067,7,2,9,M,29.392632797975875
53132,2067,5,1,6,K,29.19133536968504
50980,2068,4,2,6,S,28.94386845408796
88091,2068,3,2,5,E,28.63741763265379
96668,2068,5,1,6,E,28.777085698113854
58779,2068,4,0,4,J,28.85247345556792
111925,2067,6,2,8,K,29.15793908050855
73533,2068,5,2,7,D,29.019397739546644
115870,2068,4,0,4,J,28.88060006918712
144828,2068,6,3,9,M,29.10034549045932
73379,2067,4,2,6,D,29.27307682448172
112202,2068,5,2,7,Q,28.68392612304369
131177,2067,3,0,3,E,29.093135721734168
148018,2067,4,2,6,Q,29.52652616800725
175918,2067,5,2,7,J,29.055560959777864
142494,2067,7,2,9,P,29.011548703646
92986,2067,2,0,2,E,29.39050311217344
89557,2068,4,2,6,N,29.145350674945192
17125,2067,6,1,7,N,29.231622657725914
164910,2068,6,3,9,E,28.8080384763934
146052,2067,7,0,7,P,29.002497698592503
28472,2068,3,1,4,G,28.684291856682165
48823,2068,8,0,8,J,28.986552128883066
173467,2068,5,2,7,J,29.011717264907528
110799,2068,7,0,7,E,28.97398888796972
89535,2067,5,0,5,E,29.12786715131656
114311,2067,1,3,4,N,29.3364164992656
174123,2068,6,3,9,F,28.908603695717247
179645,2068,5,2,7,J,29.06142312271538
69601,2068,4,0,4,F,29.290865944087717
69840,2067,8,0,8,Q,28.674927046915656
105215,2068,8,1,9,J,28.59971090155748
75611,2067,3,0,3,E,29.126284472817
54818,2068,5,2,7,N,28.758705296316823
53719,2068,4,3,7,K,28.53134035567565
41088,2068,7,2,9,Q,28.725079346445384
117861,2068,3,2,5,D,28.73247641226358
33830,2067,6,3,9,P,29.388885144082977
37005,2067,6,3,9,N,29.30578697115965
114312,2068,9,0,9,F,28.956261550394743
120072,2068,3,2,5,P,28.872736905853746
127293,2067,4,0,4,J,29.20791814882629
173238,2068,2,0,2,E,28.85080338237989
95457,2067,4,3,7,N,29.286117356785777
104883,2068,6,2,8,K,28.982491092516064
25359,2067,4,2,6,P,29.05854626403717
90472,2068,3,1,4,D,28.977172764349167
108529,2067,5,3,8,K,29.48961842010512
31451,2068,3,2,5,J,28.590006464926372
82268,2067,4,1,5,E,29.27502408798344
129045,2067,5,2,7,E,29.009092658120128
109097,2068,4,2,6,N,28.850808722995996
77716,2068,3,1,4,Q,28.85663185416362
40776,2068,7,1,8,Q,28.992589671222216
180623,2067,2,2,4,D,29.243849422299903
60112,2068,6,0,6,P,29.023588282234957
148549,2067,6,2,8,M,29.304007865583824
168253,2068,4,0,4,C,29.0779295078612
51440,2067,3,1,4,E,29.392834689416187
93479,2067,6,0,6,J,29.431355834027347
161616,2067,3,0,3,Q,29.35434124124333
174941,2067,6,2,8,P,29.306675737315796
19359,2067,4,1,5,M,29.183836603586904
124913,2067,3,0,3,K,28.98932623971581
107532,2068,2,2,4,K,28.53650570042263
21841,2068,5,1,6,D,28.648777019273272
72874,2067,3,3,6,J,29.25901414333808
140736,2068,8,2,10,E,28.80154051433052
147387,2068,4,0,4,P,28.471445004716102
111533,2067,3,3,6,E,29.392455582700563
173987,2068,3,2,5,N,28.899962954086437
149383,2068,7,1,8,M,28.50804499616535
141999,2067,5,2,7,M,29.459955209893057
60616,2068,2,0,2,D,29.00820254204421
84488,2068,5,1,6,Q,28.955602800963884
95493,2067,4,3,7,Q,29.01575437878909
66945,2068,2,2,4,D,28.926805880734214
16403,2068,4,1,5,P,28.8335200360181
38483,2068,5,1,6,J,28.57498453550168
16466,2068,5,2,7,P,28.806210523459804
160173,2067,0,3,3,E,29.16985135568523
96217,2067,3,1,4,R,29.37886255180574
92938,2067,5,3,8,Q,29.28106150799305
26981,2068,3,1,4,N,28.588871497968334
147397,2068,7,2,9,Q,28.93196123007362
162524,2067,2,2,4,N,29.206017273435315
77304,2068,6,0,6,E,28.613080807655717
68023,2067,4,2,6,N,29.31640123053533
70186,2067,5,1,6,D,28.9393445449032
157833,2067,11,1,12,D,29.16381626977244
138787,2067,6,2,8,Q,28.780806958371528
22758,2068,3,2,5,M,28.973848436546792
39931,2068,5,1,6,N,28.822559253870494
78035,2068,4,2,6,Q,28.84030972131823
96814,2068,5,3,8,A,28.91169788412333
134618,2067,4,1,5,N,29.084190334093424
73579,2068,3,2,5,D,28.693997919992984
104577,2067,2,2,4,N,28.99797295602191
117981,2067,6,1,7,E,29.30031465536335
70143,2068,4,0,4,D,28.91115728662937
144475,2068,1,1,2,M,28.64124763628067
110680,2068,2,2,4,E,28.71046218847808
88238,2067,6,0,6,N,29.28986200123099
101150,2067,5,1,6,N,29.331438580241564
139578,2067,4,2,6,Q,29.318310594573937
137780,2068,8,2,10,J,28.87921223660421
98676,2068,5,2,7,J,28.67369902381656
88378,2067,7,2,9,Q,28.91622988479025
124708,2067,3,1,4,Q,29.00997525641342
99682,2067,6,2,8,Q,29.273755365158795
107384,2068,5,4,9,J,28.973471782021704
49023,2067,6,2,8,J,29.32559761650172
127508,2068,5,2,7,Q,28.912046330900324
27943,2067,7,1,8,K,29.52685594819734
59571,2068,4,2,6,E,28.837320981913383
144070,2068,5,1,6,S,28.94971720625258
72546,2068,4,1,5,N,28.9550833843743
128322,2067,5,0,5,N,28.958891977231502
148680,2068,4,2,6,M,28.95035910993344
93041,2067,2,1,3,E,29.3441343867541
22277,2068,6,2,8,J,28.69265998900793
127510,2068,2,0,2,M,28.7228245887857
97137,2068,4,1,5,N,28.90352493850976
29763,2068,4,1,5,D,28.71399913276122
110599,2068,2,2,4,J,28.39978936069889
159331,2068,3,2,5,N,29.006592505911225
17216,2068,4,1,5,H,28.94146911882731
144577,2067,7,0,7,M,29.24544204515076
51767,2068,7,2,9,E,28.74864680787593
30087,2067,2,2,4,Q,29.05330936830445
167732,2068,6,2,8,J,29.169185421767597
122664,2068,6,2,8,N,28.89674390038196
181512,2068,7,1,8,Q,28.8506060582495
175332,2068,1,3,4,R,29.10809986155766
67991,2068,5,1,6,N,28.80895023989569
32144,2067,6,1,7,E,29.096458041442403
42764,2068,5,3,8,M,28.842397673272565
48196,2067,6,1,7,D,29.40594384918821
24769,2068,5,3,8,D,28.546558406494366
163264,2068,5,2,7,J,28.90178503433748
145711,2067,3,2,5,M,29.1463971791319
151118,2068,6,0,6,M,29.05474549870523
38807,2067,3,3,6,S,29.09351985418413
63759,2068,5,1,6,P,28.569032433271595
127165,2068,7,1,8,J,28.985251485354823
147063,2068,4,2,6,S,29.036839427941523
111977,2067,6,0,6,E,28.93754856003204
49477,2067,3,1,4,A,29.190155208675243
181003,2067,2,1,3,E,28.894112451406624
69634,2068,5,0,5,E,28.89489965330504
91719,2068,10,1,11,Q,28.50665105098768
181876,2067,6,4,10,P,29.59072386032263
54782,2067,4,2,6,M,29.08823638611176
127918,2068,3,2,5,J,28.973534058945184
79228,2068,5,3,8,N,28.717822779859763
156301,2068,4,2,6,N,29.010448139645792
20963,2067,1,1,2,J,29.26898992584701
106188,2067,8,1,9,Q,28.98427911105512
25847,2068,7,1,8,J,28.959357717378573
93664,2067,7,1,8,N,28.883463242493765
15878,2068,5,0,5,Q,29.04900642959842
30058,2068,6,2,8,Q,28.7033763733407
47502,2068,6,1,7,E,28.68040596567789
179834,2068,5,3,8,J,28.97698611892186
63323,2067,2,3,5,N,29.27066493902304
111241,2068,2,1,3,K,28.735033800968854
47530,2068,6,0,6,N,28.57971711547226
173424,2068,7,2,9,E,28.91372558360472
40842,2067,3,1,4,Q,29.208102594639232
111524,2067,8,0,8,J,29.061293157334948
75395,2068,1,3,4,J,28.64903737332073
99049,2068,6,0,6,E,28.784744003633207
180636,2067,3,1,4,N,29.227238732133078
111200,2068,2,4,6,E,29.03574943206376
165892,2067,7,2,9,P,29.41096631169561
175280,2067,7,2,9,M,29.322999122400788
122799,2067,6,0,6,P,29.300745940347568
77047,2068,3,2,5,E,29.092046771632187
133678,2068,3,1,4,E,29.131024538180935
142848,2068,4,1,5,E,29.165302726340336
90467,2067,4,1,5,M,29.069612355059174
77489,2068,2,1,3,M,28.859792907653155
45173,2067,2,1,3,J,29.09259464264606
163512,2067,4,0,4,M,29.24341040748714
120193,2068,3,2,5,E,28.86631940527443
132328,2067,8,2,10,M,29.184735539291093
158973,2068,5,2,7,M,28.54002781326355
176801,2068,5,0,5,P,29.021051927334447
117393,2067,8,0,8,N,28.986493146254176
104879,2067,5,3,8,Q,29.22276309525954
113319,2068,6,2,8,M,28.96507344376317
121347,2067,5,3,8,E,29.480646095987066
122263,2068,6,4,10,J,29.05728113905689
40762,2068,5,1,6,D,29.240231620592244
38927,2068,5,1,6,N,28.84649809280725
64018,2068,9,2,11,A,28.61140879438449
102603,2067,7,0,7,N,29.19026483243061
84412,2067,4,2,6,N,29.33358729634593
106450,2067,5,2,7,N,29.356065165839947
23544,2067,7,2,9,D,29.22194040984996
132283,2068,9,3,12,J,29.467322143775792
97388,2068,11,1,12,M,29.06495806230367
127617,2067,5,2,7,J,28.94622947153373
35599,2068,3,2,5,P,28.770898690413443
133676,2067,3,2,5,J,29.332908283885867
116546,2068,4,1,5,E,28.67444711654524
55021,2068,7,2,9,H,29.086140810065707
50629,2068,5,0,5,N,29.075472714371895
56783,2068,2,1,3,M,28.69422433343991
174302,2067,4,3,7,D,29.41556264145319
156006,2067,5,2,7,E,29.32764924853492
179741,2067,3,2,5,N,28.898905286238698
117000,2068,2,2,4,K,28.93957200243428
86802,2068,3,3,6,J,28.816972690556423
143153,2068,6,1,7,M,28.62623774032597
138934,2067,2,2,4,J,28.7972774029201
120573,2067,6,2,8,J,29.555314846574813
81268,2067,3,2,5,P,28.86115767305633
92051,2068,6,1,7,P,28.92007232647948
100765,2068,4,1,5,J,29.111084740521505
147914,2067,3,4,7,N,29.250657304715144
47864,2067,11,1,12,M,29.10349903620109
100805,2067,4,1,5,E,29.401306595459133
146775,2068,5,0,5,M,28.52781064898207
117463,2067,7,4,11,I,29.16112100460601
78253,2067,7,0,7,E,29.4076810170162
69738,2067,3,0,3,P,29.219645522292165
138198,2067,4,2,6,E,29.45584469466024
129963,2067,7,1,8,E,29.041803619838607
167287,2067,3,0,3,M,29.30311203288288
47385,2067,4,1,5,N,29.16428321232182
91944,2068,5,2,7,E,28.722733753919627
85203,2068,5,1,6,I,29.022788056554106
161915,2067,6,2,8,H,29.05464218085542
16092,2067,4,2,6,A,28.995993039575257
166461,2067,4,1,5,M,29.243490296656187
96620,2067,2,2,4,S,29.05544886981294
59437,2068,5,1,6,E,28.736475899562823
144020,2068,2,2,4,S,28.86974266231022
131488,2068,4,2,6,I,28.783102752443494
81269,2067,4,2,6,Q,28.89710396766539
77146,2067,7,1,8,M,29.20017811209206
22442,2067,2,1,3,D,28.8072907844696
87067,2067,4,2,6,J,29.099519557556714
160467,2067,4,1,5,C,29.346786838283236
121007,2067,5,1,6,M,29.22418330771977
173702,2068,6,0,6,E,28.47962861147656
19262,2068,4,2,6,C,29.11545464760211
23568,2067,3,3,6,N,29.3515466662359
93975,2067,3,1,4,J,29.006171841795844
177231,2067,3,3,6,S,29.082206958303523
52046,2068,5,2,7,J,28.933404462062825
78631,2067,3,1,4,M,29.15473706469137
55765,2068,3,1,4,E,29.07966136292944
95034,2068,5,2,7,J,29.156150078204845
176701,2067,4,1,5,E,29.276012115250168
86631,2068,4,1,5,N,28.97419939427456
95391,2067,2,2,4,S,29.46671542158637
169981,2067,8,2,10,P,29.486159710808387
50437,2068,4,2,6,E,28.9445602526204
103072,2067,3,3,6,J,28.914640002357725
132126,2068,6,1,7,E,28.841450099188418
158286,2068,4,2,6,N,28.65271799503163
93777,2068,5,2,7,D,29.00212759078121
28529,2068,4,3,7,E,29.20879789243624
115314,2068,3,2,5,N,28.5594543353379
149367,2068,6,3,9,P,29.191942735636697
29098,2068,6,1,7,E,28.943144325865656
133752,2067,6,1,7,P,29.052137937394228
97809,2068,5,3,8,D,28.982426982057188
170977,2068,4,3,7,N,28.74229985444973
36740,2068,3,0,3,P,28.818694448045417
98212,2068,5,2,7,N,28.71443031303912
135937,2068,5,2,7,P,28.67540575033452
109277,2067,3,1,4,Q,29.23363237487245
111228,2068,2,1,3,J,28.859133743820312
156543,2068,4,2,6,A,29.035683494382223
121161,2067,3,0,3,N,29.292980382751907
122636,2067,5,1,6,P,29.38968870152181
182395,2067,6,1,7,Q,29.06420830321721
28791,2068,2,2,4,S,28.905917563505827
52275,2067,5,3,8,N,28.94112048697125
78318,2068,3,2,5,E,28.96650761561881
83493,2068,2,3,5,I,28.78875951412537
49429,2068,5,1,6,D,28.66889413291892
117641,2068,5,3,8,I,29.092781065639752
144526,2068,3,2,5,M,28.63884619960525
162428,2067,5,3,8,E,29.3022620211928
107527,2068,2,1,3,Q,28.986429086451214
130282,2067,4,0,4,Q,29.208562672924916
114537,2067,3,1,4,E,29.36039702047266
53745,2068,6,2,8,J,29.113124583504995
16924,2067,3,2,5,P,29.218913475229726
38901,2068,11,1,12,H,28.77063519633844
110427,2067,6,1,7,D,29.292013730915134
92426,2067,4,2,6,I,29.25699648284146
15905,2067,5,1,6,J,29.162740414143716
143354,2067,2,2,4,D,29.008318488706603
31060,2068,6,2,8,J,28.888018372425957
48571,2068,6,0,6,D,28.93557849521235
113655,2068,12,1,13,E,28.71227151347509
181790,2068,3,5,8,M,28.70257471908509
72822,2068,7,1,8,E,28.70844892853833
41185,2068,2,3,5,J,28.490408291058465
176324,2068,7,2,9,N,28.691290873062663
16706,2068,2,0,2,S,29.016718358315902
178693,2068,3,3,6,Q,28.563578507295357
59244,2067,7,3,10,S,29.31224499860286
92985,2068,4,3,7,J,29.249401792900358
29422,2067,3,0,3,E,29.25502549281995
142477,2067,5,0,5,E,29.3820864095793
130846,2068,6,1,7,N,28.666667892343863
92343,2067,6,1,7,D,29.040045667773597
58932,2068,5,1,6,D,28.584503063284163
24170,2067,4,0,4,N,29.458884857437702
136312,2068,3,0,3,J,28.832144805713668
146470,2068,5,1,6,M,29.07690428544368
156663,2068,3,3,6,E,28.795337532683245
88176,2068,4,1,5,E,28.94146897610857
147681,2068,8,0,8,E,28.86603760003572
112366,2068,5,2,7,M,28.723397410502336
73942,2067,5,2,7,Q,29.11423606151445
157020,2067,6,2,8,P,29.25612376835578
104609,2067,2,1,3,J,28.72165301299125
182164,2068,8,4,12,C,28.86819524198984
109838,2068,5,0,5,E,28.95442765888064
156813,2068,5,1,6,E,28.91038524229005
92278,2068,7,0,7,P,28.75016277040088
143380,2067,9,1,10,E,28.97516798483772
113348,2067,3,1,4,N,29.46929786266074
49898,2067,5,0,5,J,29.2311116338365
162194,2068,6,2,8,E,28.779241783642757
